Group,ID,BarCode,Type,Brand,Line,Unnamed: 6,New arrivals,QTY,EUR,BGN,Best Price,Unnamed: 12,Our Price,Image 1,Image 2,Image 3,Image 4,Image 5,Video,1. Captivating Headline or Tagline,2. Sensory Introduction (1–2 sentences),3. Key Features or Ingredients (Bullet Points or Icons),4. How to Use (Optional but useful),5. Emotional or Lifestyle Hook,6. Tech Specs or Product Facts,FAQ,7. SEO Keywords (Behind-the-scenes),✅ Tips for Beauty Product Pages
Грижа за кожата,40635,887167485525.0,Clean EU,Estee Lauder,Estee Lauder Advanced Night Repair Synchronized Multi-Recovery Complex Serum 100ml,,,240,€74.00,lev144.73,lev327.20,,260.51,,,,,,,,,,,,,,,
Парфюми ,41965,3614273907521.0,Deco,Armani,Armani Acqua Di Gio (M) Parfum 125ml,,,241,€75.00,lev146.69,lev230.00,,218.50,,,,,,,,,,,,,,,
Парфюми ,12445,3348901206174.0,Clean EU,Dior,Dior Addict (L) EDT 100ml,,,18,€75.00,lev146.69,-,,No data,,,,,,,,,,,,,,,
Парфюми ,22845,8435137743155.0,Deco,Prada,Prada Infusion D Iris (L) EDP 100ml,,,204,€75.00,lev146.69,lev243.00,,230.85,,,,,,,,,,,,,,,
Парфюми ,33122,8033488155230.0,Deco,Xerjoff,Xerjoff Ivory Route (M) EDP 50ml,,,9,€75.00,lev146.69,lev194.99,,190.69,,,,,,,,,,,,,,,
Парфюми ,41640,8011003867196.0,CLN,Atkinsons,Atkinsons Oud Save The Queen (L) EDP 100ml,,,27,€75.50,lev147.66,lev201.40,,191.96,,,,,,,,,,,,,,,
Парфюми ,31120,3348901250146.0,Clean EU,Dior,Dior Sauvage (M) EDT 100ml,,,120,€76.00,lev148.64,lev245.90,,233.61,,,,,,,,,,,,,,,
Парфюми ,12412,3348901182362.0,Clean EU,Dior,Dior Addict Eau Fraiche (L) EDT 100ml,,,76,€77.00,lev150.60,lev209.99,,199.49,,,,,,,,,,,,,,,
Парфюми ,12202,3348900921429.0,Clean EU,Dior,Dior Forever And Ever (L) EDT 100ml,,,11,€77.00,lev150.60,lev209.99,,199.49,,,,,,,,,,,,,,,
Парфюми ,21106,3348901126359.0,Deco,Dior,Dior Homme Cologne (M) EDC 125ml,,,8,€77.00,lev150.60,lev230.00,,218.50,,,,,,,,,,,,,,,
Парфюми ,21084,3348900838185.0,Deco,Dior,Dior Homme Intense (M) EDP 100ml,,,120,€77.00,lev150.60,lev131.00,,195.78 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,33822,3346130011071.0,Clean EU,Hermes,Hermes 24 Faubourg (L) EDP 100ml,,,3,€77.00,lev150.60,lev242.30,,230.19,,,,,,,,,,,,,,,
Парфюми ,39365,3614273760164.0,Deco,Prada,Prada Paradoxe (L) EDP 90ml,,,240,€77.00,lev150.60,lev145.00,,195.78 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,42071,3348900103870.0,Deco,Dior,Dior Dune (L) EDT 100ml,,,54,€78.00,lev152.55,lev131.00,,198.32 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,12125,3348900011687.0,Clean EU,Dior,Dior Poison (L) EDT 100ml,,,86,€78.00,lev152.55,lev209.80,,199.31,,,,,,,,,,,,,,,
Парфюми ,33120,8033488155124.0,Deco,Xerjoff,Xerjoff More Than Words (L) EDP 50ml,,,11,€78.00,lev152.55,lev223.99,,212.79,,,,,,,,,,,,,,,
Парфюми ,39896,888874002418.0,Clean EU,Bond No. 9,Bond No. 9 Central Park West (U) EDP 50ml,,,85,€79.00,lev154.51,lev256.20,,243.39,,,,,,,,,,,,,,,
Парфюми ,40365,8054320902737.0,Deco,Xerjoff,Xerjoff Laylati (U) EDP 50ml,,,80,€79.00,lev154.51,lev229.50,,218.03,,,,,,,,,,,,,,,
Парфюми ,12188,3348900863293.0,Clean EU,Dior,Dior Escale A Portofino (L) EDT 125ml,,,73,€79.50,lev155.49,lev211.99,,202.13,,,,,,,,,,,,,,,
Парфюми ,41660,3348900440456.0,Clean EU,Dior,Dior Jules (M) EDT 100ml,,,3,€79.50,lev155.49,-,,No data,,,,,,,,,,,,,,,
Парфюми ,11568,3346130490661.0,Clean EU,Hermes,Hermes Eau D Orange Verte Concentre (U) EDT 200ml,,,72,€79.90,lev156.27,lev197.80,,203.15 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,32867,8033488155360.0,Tester,Xerjoff,Xerjoff Ivory Route (M) EDP 50ml Tester,,,4,€80.00,lev156.46,lev194.99,,203.40 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,36455,3348900010796.0,Clean EU,Dior,Dior Dioressence (L) EDT 100ml,,,3,€82.50,lev161.35,lev229.99,,218.49,,,,,,,,,,,,,,,
Парфюми ,38075,3348901627375.0,Deco,Dior,Dior Miss Dior Blooming Bouquet (L) EDT 100ml,,,134,€83.00,lev162.33,lev229.99,,218.49,,,,,,,,,,,,,,,
Парфюми ,37328,8033488153632.0,Tester,Xerjoff,Xerjoff Casamorati 1888 Fiero (M) EDP 100ml Tester,,,33,€83.00,lev162.33,lev264.30,,251.09,,,,,,,,,,,,,,,
Парфюми ,39467,8054320900221.0,Tester,Xerjoff,Xerjoff 1861 Decas EDP 100ml Tester,,New_,2,€85.00,lev166.24,lev330.30,,299.24,,,,,,,,,,,,,,,
Парфюми ,30553,3348901419369.0,Clean EU,Dior,Dior Miss Dior (L) EDT 100ml,,New,15,€85.90,lev168.00,lev229.49,,218.40,,,,,,,,,,,,,,,
Парфюми ,2535,3348901368247.0,Clean EU,Dior,Dior Sauvage (M) EDP 100ml,,,85,€86.90,lev169.96,lev246.49,,234.17,,,,,,,,,,,,,,,
Парфюми ,35259,3348901597715.0,Deco,Dior,Dior J Adore Parfum D Eau (L) EDP 100ml,,,120,€87.00,lev170.15,lev253.00,,240.35,,,,,,,,,,,,,,,
Парфюми ,32937,3348901419093.0,Clean EU,Dior,Dior Joy (L) EDP 90ml,,,6,€87.50,lev171.13,lev237.00,,225.15,,,,,,,,,,,,,,,
Парфюми ,37207,3348901293846.0,Clean EU,Dior,Dior Poison Girl (L) EDP 100ml,,,30,€88.50,lev173.09,lev142.00,,225.01 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,41290,3348901657174.0,Clean EU,Dior,Dior Miss Dior Blooming Bouquet (L) Set EDT 100ml + EDT 10ml,,,36,€89.00,lev174.07,lev259.78,,246.79,,,,,,,,,,,,,,,
Парфюми ,35983,8055118033121.0,Clean EU,Masque Milano,Masque Milano Love Kills (U) EDP 100ml,,,22,€89.00,lev174.07,lev264.30,,251.09,,,,,,,,,,,,,,,
Парфюми ,42048,3614273961707.0,CLN,Prada,Prada Paradoxe Intense (L) EDP 90ml,,,30,€89.00,lev174.07,lev145.00,,226.29 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,38680,8033488155315.0,Tester,Xerjoff,Xerjoff Don EDP 100ml Tester,,,9,€89.00,lev174.07,lev309.99,,294.49,,,,,,,,,,,,,,,
Парфюми ,40298,8054320901051.0,Deco,Xerjoff,Xerjoff K Elixir (U) Extract Parfum 15ml,,,8,€89.00,lev174.07,lev286.30,,271.99,,,,,,,,,,,,,,,
Парфюми ,40301,8054320900962.0,Deco,Xerjoff,Xerjoff K 'Ilm (U) Parfum 50ml,,,3,€89.00,lev174.07,lev315.90,,300.11,,,,,,,,,,,,,,,
Парфюми ,40302,8054320900948.0,Tester,Xerjoff,Xerjoff K Jabir (U) Parfum 50ml Tester,,,4,€89.00,lev174.07,lev319.40,,303.43,,,,,,,,,,,,,,,
Парфюми ,40304,8054320900849.0,Deco,Xerjoff,Xerjoff K Luna (U) Parfum 50ml,,,2,€89.00,lev174.07,lev285.90,,271.61,,,,,,,,,,,,,,,
Парфюми ,38691,8054320900856.0,Tester,Xerjoff,Xerjoff K Luna (U) Parfum 50ml Tester,,,2,€89.00,lev174.07,lev240.00,,228.00,,,,,,,,,,,,,,,
Парфюми ,40307,8054320901044.0,Tester,Xerjoff,Xerjoff K Tempest (U) Extract Parfum 15ml Tester,,,2,€89.00,lev174.07,lev280.40,,266.38,,,,,,,,,,,,,,,
Парфюми ,38692,8054320901006.0,Tester,Xerjoff,Xerjoff K Tempest (U) Parfum 50ml Tester,,,2,€89.00,lev174.07,lev226.00,,226.29 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,39474,8054320902744.0,Tester,Xerjoff,Xerjoff Laylati (U) EDP 100ml Tester,,,24,€89.00,lev174.07,lev271.30,,257.74,,,,,,,,,,,,,,,
Парфюми ,39460,8033488158170.0,Tester,Xerjoff,Xerjoff Uden Overdose Parfum (U) 50ml Tester,,New_,2,€89.00,lev174.07,lev319.40,,303.43,,,,,,,,,,,,,,,
Парфюми ,12408,3348901181839.0,Clean EU,Dior,Dior Addict (L) EDP 100ml,,,60,€91.00,lev177.98,lev230.00,,231.37 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,12427,3348901192231.0,Clean EU,Dior,Dior Hypnotic Poison (L) EDP 100ml,,,95,€91.00,lev177.98,lev240.00,,231.37,,,,,,,,,,,,,,,
Парфюми ,41607,3701415902558.0,Deco,Initio,Initio Atomic Rose (U) EDP 50ml,,,9,€91.00,lev177.98,lev411.00,,320.36,,,,,,,,,,,,,,,
Парфюми ,37613,690251122264.0,Clean EU,Jo Malone,Jo Malone Oud & Bergamot Cologne Intense 100ml,,,201,€91.00,lev177.98,lev264.30,,251.09,,,,,,,,,,,,,,,
Парфюми ,40909,3700135003347.0,CLN,Frederic Malle,Frederic Malle Bigarade Concentree (U) EDP 50ml,,,1,€92.00,lev179.93,-,,No data,,,,,,,,,,,,,,,
Парфюми ,40135,3700135000094.0,CLN,Frederic Malle,Frederic Malle Eau De Magnolia (U) EDP 50ml,,,2,€93.00,lev181.89,lev386.30,,327.40,,,,,,,,,,,,,,,
Парфюми ,32869,8033488155100.0,Tester,Xerjoff,Xerjoff 1861 Naxos (L) EDP 100ml Tester,,New_,2,€93.00,lev181.89,lev334.80,,318.06,,,,,,,,,,,,,,,
Парфюми ,40122,3700135003002.0,Clean EU,Frederic Malle,Frederic Malle Musc Revageur (U) EDP 50ml,,New,9,€95.00,lev185.80,lev280.00,,266.00,,,,,,,,,,,,,,,
Парфюми ,37611,690251122240.0,Clean EU,Jo Malone,Jo Malone Jasmine Sambac & Marigold Cologne Intense 100ml,,,42,€95.00,lev185.80,lev283.10,,268.95,,,,,,,,,,,,,,,
Парфюми ,37863,690251122271.0,Clean EU,Jo Malone,Jo Malone Tuberose Angelica Cologne Intense 100ml,,,82,€95.00,lev185.80,lev286.50,,272.18,,,,,,,,,,,,,,,
Парфюми ,38129,690251122288.0,Clean EU,Jo Malone,Jo Malone Veet Rose & Oud Cologne 100ml,,,83,€95.00,lev185.80,lev275.30,,261.54,,,,,,,,,,,,,,,
Парфюми ,31538,8033488153298.0,Tester,Xerjoff,Xerjoff Casamorati 1888 Gran Ballo (L) EDP 100ml Tester,,,6,€95.00,lev185.80,lev304.99,,289.74,,,,,,,,,,,,,,,
Парфюми ,37327,8033488153663.0,Tester,Xerjoff,Xerjoff Casamorati 1888 Regio (U) EDP 100ml Tester,,,4,€95.00,lev185.80,lev269.99,,256.49,,,,,,,,,,,,,,,
Парфюми ,40406,8054320900818.0,Deco,Xerjoff,Xerjoff K Aurum Parfum 50ml,,,7,€95.00,lev185.80,lev470.00,,334.44,,,,,,,,,,,,,,,
Парфюми ,40303,8054320900900.0,Deco,Xerjoff,Xerjoff K Kemi (U) Parfum 50ml,,,7,€95.00,lev185.80,lev308.30,,292.89,,,,,,,,,,,,,,,
Парфюми ,40313,8033488157968.0,Deco,Xerjoff,Xerjoff Shooting Stars Allende (U) Parfum 50ml,,,8,€95.00,lev185.80,lev299.99,,284.99,,,,,,,,,,,,,,,
Парфюми ,40375,8033488151959.0,Deco,Xerjoff,Xerjoff Shooting Stars Oesel (U) Parfum 50ml,,,8,€95.00,lev185.80,lev200.00,,241.54 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,40361,8054320902652.0,Tester,Xerjoff,Xerjoff Soprano (U) EDP 100ml Tester,,,11,€95.00,lev185.80,lev130.00,,241.54 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,36575,8683608070686.0,Tester,Nishane,Nishane Tempfluo Extrait de Parfum 100ml Tester,,,2,€95.90,lev187.56,lev306.00,,290.70,,,,,,,,,,,,,,,
Парфюми ,39548,690251135141.0,Clean EU,Jo Malone,Jo Malone Red Hibiscus Cologne 100ml,,,81,€96.00,lev187.76,lev303.80,,288.61,,,,,,,,,,,,,,,
Парфюми ,21068,3348900417878.0,Deco,Dior,Dior J Adore (L) EDP 100ml,,,60,€96.50,lev188.73,lev256.00,,245.36,,,,,,,,,,,,,,,
Парфюми ,32048,3348901567572.0,Deco,Dior,Dior Sauvage Elixir (M) EDP 60ml,,,101,€96.90,lev189.52,lev171.00,,246.37 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,21139,3348901321129.0,Deco,Dior,Dior Sauvage (M) EDT 200ml,,,180,€97.00,lev189.71,lev289.00,,274.55,,,,,,,,,,,,,,,
Парфюми ,39691,8033488153274.0,Tester,Xerjoff,"Xerjoff Casamorati 1888 ""1888"" (U) EDP 100ml Tester",,New,7,€97.00,lev189.71,lev264.30,,251.09,,,,,,,,,,,,,,,
Парфюми ,40378,8033488154622.0,Deco,Xerjoff,Xerjoff Oud Stars Malesia (U) Parfum 50ml,,,11,€98.00,lev191.67,lev295.90,,281.11,,,,,,,,,,,,,,,
Парфюми ,12240,3348901001120.0,Clean EU,Dior,Dior Homme Intense (M) EDP 150ml,,,144,€99.00,lev193.62,lev259.00,,251.71,,,,,,,,,,,,,,,
Парфюми ,38335,3348901486385.0,Clean EU,Dior,Dior Sauvage (M) Parfum 100ml,,,180,€99.00,lev193.62,lev214.90,,251.71 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,39432,8054320900214.0,Deco,Xerjoff,Xerjoff 1861 Decas EDP 100ml,,New_,12,€99.00,lev193.62,lev286.30,,271.99,,,,,,,,,,,,,,,
Парфюми ,39472,8054320902577.0,Tester,Xerjoff,Xerjoff Accento EDP 100ml Tester,,New_,6,€99.00,lev193.62,lev299.99,,284.99,,,,,,,,,,,,,,,
Парфюми ,40364,8054320902775.0,Tester,Xerjoff,Xerjoff Amabile (U) EDP 100ml Tester,,,30,€99.00,lev193.62,lev299.90,,284.91,,,,,,,,,,,,,,,
Парфюми ,39471,8054320902607.0,Tester,Xerjoff,Xerjoff Erba Pura EDP 100ml Tester,,,8,€99.00,lev193.62,lev258.77,,251.71,,,,,,,,,,,,,,,
Парфюми ,31527,8033488156336.0,Tester,Xerjoff,Xerjoff Erba Pura EDP 100ml Tester,,New_,2,€99.00,lev193.62,lev258.77,,251.71,,,,,,,,,,,,,,,
Парфюми ,38679,8033488155322.0,Tester,Xerjoff,Xerjoff Join The Club Comandante (U) EDP 100ml Tester,,,10,€99.00,lev193.62,lev324.00,,307.80,,,,,,,,,,,,,,,
Парфюми ,40373,8054320900931.0,Deco,Xerjoff,Xerjoff K Jabir (U) Parfum 50ml,,,17,€99.00,lev193.62,lev319.40,,303.43,,,,,,,,,,,,,,,
Парфюми ,39475,8054320902904.0,Tester,Xerjoff,Xerjoff Opera EDP 100ml Tester,,New_,2,€99.00,lev193.62,lev91.00,,251.71 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,33110,8033488153441.0,Deco,Xerjoff,Xerjoff Oud Stars Gao (U) Parfum 50ml,,,9,€99.00,lev193.62,lev315.90,,300.11,,,,,,,,,,,,,,,
Парфюми ,36556,8681008055289.0,Clean EU,Nishane,Nishane Nanshe Extrait de Parfum 100ml,,,2,€100.00,lev195.58,lev319.40,,303.43,,,,,,,,,,,,,,,
Парфюми ,12134,3348900147324.0,Clean EU,Dior,Dior Fahrenheit (M) EDT 200ml,,,360,€101.00,lev197.54,lev256.00,,256.80 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,39480,8033488158163.0,Deco,Xerjoff,Xerjoff Shooting Stars Uden Overdose Parfum 50ml,,New_,12,€102.00,lev199.49,lev319.40,,303.43,,,,,,,,,,,,,,,
Парфюми ,39429,8033488153465.0,Deco,Xerjoff,Xerjoff Oud Stars Mamluk Parfum 50ml,,,16,€103.00,lev201.45,lev323.10,,306.95,,,,,,,,,,,,,,,
Парфюми ,38694,8054320900023.0,Tester,Xerjoff,Xerjoff Amabile (U) EDP 100ml Tester,,,6,€103.50,lev202.43,lev299.90,,284.91,,,,,,,,,,,,,,,
Парфюми ,31528,8033488156213.0,Tester,Xerjoff,Xerjoff Accento EDP 100ml Tester,,,15,€104.50,lev204.38,lev299.99,,284.99,,,,,,,,,,,,,,,
Парфюми ,38400,3508445604618.0,Tester,Creed,Creed Love In White (L) EDP 75ml Tester,,,42,€105.00,lev205.36,lev349.99,,332.49,,,,,,,,,,,,,,,
Парфюми ,21123,3348901237116.0,Deco,Dior,Dior J Adore (L) EDP 150ml,,,23,€105.00,lev205.36,lev339.99,,322.99,,,,,,,,,,,,,,,
Парфюми ,39443,8054320902553.0,Deco,Xerjoff,Xerjoff Accento EDP 100ml,,,120,€105.00,lev205.36,lev299.99,,284.99,,,,,,,,,,,,,,,
Парфюми ,40086,8033488153601.0,Deco,Xerjoff,Xerjoff Casamorati 1888 Regio (U) EDP 100ml,,,4,€105.00,lev205.36,lev279.99,,266.97,,,,,,,,,,,,,,,
Парфюми ,38683,8054320902027.0,Tester,Xerjoff,Xerjoff K Blue Holysm (U) Parfum 50ml Tester,,,4,€105.00,lev205.36,lev297.30,,282.44,,,,,,,,,,,,,,,
Парфюми ,40305,8054320900993.0,Deco,Xerjoff,Xerjoff K Tempest (U) Parfum 50ml,,,15,€105.00,lev205.36,lev286.30,,271.99,,,,,,,,,,,,,,,
Парфюми ,32868,8033488155292.0,Tester,Xerjoff,Xerjoff More Than Words (L) EDP 100ml Tester,,,24,€105.00,lev205.36,lev329.99,,313.49,,,,,,,,,,,,,,,
Парфюми ,40718,3770019756416.0,Clean EU,Maison Crivelli,Maison Crivelli Neroli Nasimba (U) EDP 100ml,,,12,€107.00,lev209.27,lev279.99,,272.05,,,,,,,,,,,,,,,
Парфюми ,40725,3770010279181.0,Clean EU,Maison Crivelli,Maison Crivelli Rose Saltifolia (U) EDP 100ml,,,4,€107.90,lev211.03,lev289.99,,275.49,,,,,,,,,,,,,,,
Парфюми ,38403,3508440561022.0,Tester,Creed,Creed Green Irish Tweed (M) EDP 100ml Tester,,,77,€109.00,lev213.18,lev329.99,,313.49,,,,,,,,,,,,,,,
Парфюми ,38405,3508440561053.0,Tester,Creed,Creed Sier Mountain Water (U) EDP 100ml Tester,,,32,€109.00,lev213.18,lev349.99,,332.49,,,,,,,,,,,,,,,
Парфюми ,39782,8054320902546.0,Tester,Xerjoff,Xerjoff Erba Gold EDP 100ml Tester,,New,12,€109.00,lev213.18,lev139.00,,277.14 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,39435,8033488155179.0,Deco,Xerjoff,Xerjoff Don EDP 100ml,,,14,€111.00,lev217.09,lev314.99,,299.24,,,,,,,,,,,,,,,
Парфюми ,41656,8011003848225.0,CLN,Versace,Versace Atelier Jasmin Au Soleil (U) EDP 100ml,,,1,€112.00,lev219.05,lev405.00,,384.75,,,,,,,,,,,,,,,
Парфюми ,40360,8054320902638.0,Deco,Xerjoff,Xerjoff Soprano (U) EDP 100ml,,New_,24,€112.00,lev219.05,lev130.00,,284.76 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,38399,3508445604601.0,Tester,Creed,Creed Love In Black (L) EDP 75ml Tester,,,4,€114.00,lev222.96,lev309.99,,294.49,,,,,,,,,,,,,,,
Парфюми ,33119,8033488155070.0,Deco,Xerjoff,Xerjoff 1861 Naxos (L) EDP 100ml,,New_,8,€114.00,lev222.96,lev309.60,,294.12,,,,,,,,,,,,,,,
Парфюми ,38106,888874005723.0,Clean EU,Bond No. 9,Bond No. 9 Nolita (L) EDP 100ml,,,1,€115.00,lev224.92,lev326.50,,310.18,,,,,,,,,,,,,,,
Парфюми ,39419,7340032860757.0,Tester,Byredo,Byredo Mojave Ghost (U) EDP 100ml Tester,,,10,€116.50,lev227.85,lev309.99,,296.21,,,,,,,,,,,,,,,
Парфюми ,39768,8054320902669.0,Deco,Xerjoff,Xerjoff Ouverture (U) EDP 100ml,,,2,€117.00,lev228.83,lev325.90,,309.61,,,,,,,,,,,,,,,
Парфюми ,39769,8054320902911.0,Deco,Xerjoff,Xerjoff Wardasina (U) EDP 100ml,,,11,€118.00,lev230.78,lev397.60,,377.72,,,,,,,,,,,,,,,
Парфюми ,39902,888874008007.0,Clean EU,Bond No. 9,Bond No. 9 New York Flowers (U) EDP 100ml,,,27,€119.00,lev232.74,lev364.30,,346.09,,,,,,,,,,,,,,,
Парфюми ,38408,3508440561107.0,Tester,Creed,Creed Original Santal (U) EDP 100ml Tester,,,4,€119.00,lev232.74,lev319.99,,303.99,,,,,,,,,,,,,,,
Парфюми ,38406,3508440561060.0,Tester,Creed,Creed Royal Water (U) EDP 100ml Tester,,,3,€119.00,lev232.74,lev299.99,,302.56 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,39441,8054320902584.0,Deco,Xerjoff,Xerjoff Erba Pura EDP 100ml,,,24,€119.00,lev232.74,lev322.60,,306.47,,,,,,,,,,,,,,,
Парфюми ,38681,8054320902058.0,Tester,Xerjoff,Xerjoff K Blue Empiryan (U) Parfum 100ml Tester,,New_,2,€119.00,lev232.74,lev582.17,,418.93,,,,,,,,,,,,,,,
Парфюми ,39447,8054320902881.0,Deco,Xerjoff,Xerjoff Opera EDP 100ml,,,2,€119.00,lev232.74,lev330.00,,313.50,,,,,,,,,,,,,,,
Парфюми ,39763,8033488159160.0,Deco,Xerjoff,Xerjoff Oud Stars Luxor Parfum 50ml,,,26,€119.00,lev232.74,lev288.99,,302.56 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,40329,8033488153762.0,Deco,Xerjoff,Xerjoff Oud Stars Zafar (U) Parfum 50ml,,,20,€119.00,lev232.74,lev384.20,,364.99,,,,,,,,,,,,,,,
Грижа за кожата,34988,3473311623508.0,Deco,Sisley,Sisley All Day All Year Essential Anti-Aging Protection 50ml,,,187,€119.00,lev232.74,lev418.90,,397.96,,,,,,,,,,,,,,,
Парфюми ,31683,8033488156381.0,Deco,Xerjoff,Xerjoff Ouverture (U) EDP 100ml,,,1,€119.50,lev233.72,lev325.90,,309.61,,,,,,,,,,,,,,,
Парфюми ,41757,3348901581370.0,Deco,Dior,Dior Miss Dior (L) EDP 150ml,,,4,€121.00,lev236.65,lev300.00,,307.65 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,40706,3700550240747.0,Clean EU,Kilian,Kilian Old Fashioned (U) EDP 50ml Reffillable,,,29,€121.00,lev236.65,lev375.90,,357.11,,,,,,,,,,,,,,,
Парфюми ,39446,8054320902720.0,Deco,Xerjoff,Xerjoff Laylati (U) EDP 100ml,,,33,€121.00,lev236.65,lev198.00,,307.65 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,21158,3348901428545.0,Deco,Dior,Dior Sauvage (M) EDP 200ml,,,180,€122.00,lev238.61,lev344.80,,327.56,,,,,,,,,,,,,,,
Парфюми ,38401,3508445604663.0,Tester,Creed,Creed Aventus For Her (L) EDP 75ml Tester,,,30,€125.00,lev244.48,lev339.99,,322.99,,,,,,,,,,,,,,,
Парфюми ,38404,3508440561039.0,Tester,Creed,Creed Millesime Imperial (U) EDP 100ml Tester,,,33,€125.00,lev244.48,lev434.00,,412.30,,,,,,,,,,,,,,,
Парфюми ,32155,3348901520065.0,Deco,Dior,Dior Sauvage (M) Parfum 200ml,,,240,€125.00,lev244.48,lev359.00,,341.05,,,,,,,,,,,,,,,
Парфюми ,40142,3700135094734.0,Clean EU,Frederic Malle,Frederic Malle Promise (U) EDP 50ml,,New,8,€125.00,lev244.48,lev328.80,,317.82,,,,,,,,,,,,,,,
Парфюми ,38682,8054320901990.0,Tester,Xerjoff,Xerjoff K Blue Ether (U) Parfum 50ml Tester,,,1,€125.00,lev244.48,lev396.40,,376.58,,,,,,,,,,,,,,,
Парфюми ,39482,8033488157784.0,Deco,Xerjoff,Xerjoff Oud Stars Alexandria Orientale (U) EDP 50ml,,,14,€125.00,lev244.48,lev329.30,,317.82,,,,,,,,,,,,,,,
Парфюми ,33121,8033488155131.0,Deco,Xerjoff,Xerjoff More Than Words (L) EDP 100ml,,New_,24,€126.00,lev246.43,lev350.00,,332.50,,,,,,,,,,,,,,,
Парфюми ,39486,8033488155155.0,Deco,Xerjoff,Xerjoff Join The Club 40 Knots EDP 100ml,,New_,6,€128.00,lev250.34,lev528.17,,450.62,,,,,,,,,,,,,,,
Парфюми ,39673,3700135003705.0,Tester,Frederic Malle,Frederic Malle French Lover (M) EDP 100ml Tester,,,1,€129.00,lev252.30,lev308.30,,327.99 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,39675,3700135002920.0,Tester,Frederic Malle,Frederic Malle Monsieur (M) EDP 100ml Tester,,,12,€129.00,lev252.30,lev349.00,,331.55,,,,,,,,,,,,,,,
Парфюми ,40310,8054320902041.0,Deco,Xerjoff,Xerjoff K Blue Empiryan (U) Parfum 100ml,,New_,12,€129.00,lev252.30,lev480.00,,454.14,,,,,,,,,,,,,,,
Парфюми ,41623,3700550218234.0,Clean EU,Kilian,Kilian Voulez Vous Coucher Avec Moi (U) EDP 50ml Refillable,,,12,€131.00,lev256.21,lev329.00,,333.07 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,41918,3348901640916.0,Deco,Dior,Dior Sauvage Elixir (M) EDP 100ml,,,120,€132.00,lev258.17,lev349.00,,335.62,,,,,,,,,,,,,,,
Парфюми ,41621,3700550218272.0,Clean EU,Kilian,Kilian Playing With The Devil (L) EDP 50ml Refillable,,,12,€133.00,lev260.12,lev352.00,,338.16,,,,,,,,,,,,,,,
Парфюми ,41663,3348901700931.0,Clean EU,Dior,Dior J Adore L Or Essence De Parfum (L) EDP 80ml,,,9,€135.00,lev264.03,lev473.10,,449.45,,,,,,,,,,,,,,,
Парфюми ,40308,8054320901983.0,Deco,Xerjoff,Xerjoff K Blue Ether (U) Parfum 50ml,,,11,€135.00,lev264.03,lev379.60,,360.62,,,,,,,,,,,,,,,
Парфюми ,33117,8033488154950.0,Deco,Xerjoff,Xerjoff Oud Stars Alexandria II (U) Parfum 50ml,,New_,6,€135.00,lev264.03,lev379.60,,360.62,,,,,,,,,,,,,,,
Парфюми ,39477,8054320902478.0,Tester,Xerjoff,Xerjoff Tony Iommi Monkey Special (U) EDP 100ml Tester,,New,6,€135.00,lev264.03,lev360.40,,343.24,,,,,,,,,,,,,,,
Парфюми ,41603,3701415901339.0,Deco,Initio,Initio Blessed Baraka (U) EDP 90ml,,,19,€137.00,lev267.94,lev396.40,,376.58,,,,,,,,,,,,,,,
Парфюми ,41604,3701415900127.0,CLN,Initio,Initio Blessed Baraka (U) EDP 90ml,,,14,€137.00,lev267.94,lev421.00,,399.95,,,,,,,,,,,,,,,
Парфюми ,37893,3700578502308.0,CLN,Parfums de Marly Paris,Parfums de Marly Kalan (U) EDP 125ml,,,5,€139.00,lev271.86,lev556.00,,489.34,,,,,,,,,,,,,,,
Парфюми ,41634,3700578502919.0,CLN,Parfums de Marly Paris,Parfums de Marly Perseus (M) EDP 125ml,,,15,€139.00,lev271.86,lev383.30,,364.14,,,,,,,,,,,,,,,
